"product_line_id","name","brand","model"
"3","GGP","BenQ ZOWIE","EC1-A"
"3","GGP","BenQ ZOWIE","EC1-A"
"3","GGP","BenQ ZOWIE","EC1-A"
"3","GGP","BenQ ZOWIE","EC2-A"
"3","GGP","BenQ ZOWIE","EC2-A"
"3","GGP","BenQ ZOWIE","EC2-A"
"3","GGP","BenQ ZOWIE","FK1+"
"3","GGP","BenQ ZOWIE","FK1+"
"3","GGP","BenQ ZOWIE","FK1"
"3","GGP","BenQ ZOWIE","FK2"
"3","GGP","BenQ ZOWIE","FK2"
"3","GGP","BenQ ZOWIE","FK2"
"3","GGP","BenQ ZOWIE","FK2"
"3","GGP","BenQ ZOWIE","ZA11"
"3","GGP","BenQ ZOWIE","ZA11"
"3","GGP","BenQ ZOWIE","ZA12"
"3","GGP","BenQ ZOWIE","ZA12"
"3","GGP","BenQ ZOWIE","ZA12"
"3","GGP","BenQ ZOWIE","ZA12"
"3","GGP","BenQ ZOWIE","ZA13"
"3","GGP","BenQ ZOWIE","ZA13"
"3","GGP","BenQ ZOWIE","G-SR"
"3","GGP","BenQ ZOWIE","G-SR"
"3","GGP","BenQ ZOWIE","G-SR"
"3","GGP","BenQ ZOWIE","G-SR"
"3","GGP","BenQ ZOWIE","P-SR"
"3","GGP","BenQ ZOWIE","P-SR"
"3","GGP","BenQ ZOWIE","GTF-X"
"3","GGP","BenQ ZOWIE","GTF-X"
"3","GGP","BenQ ZOWIE","GTF-X"
"3","GGP","BenQ ZOWIE","GTF-X"
"3","GGP","BenQ ZOWIE","PTF-X"
"3","GGP","BenQ ZOWIE","PTF-X"
"3","GGP","BenQ ZOWIE","PTF-X"
"3","GGP","BenQ ZOWIE","PTF-X"
"3","GGP","BenQ ZOWIE","ZOWIE VITAL"
"3","GGP","BenQ ZOWIE","CAMADE"
"3","GGP","BenQ ZOWIE","CAMADE"
"3","GGP","BenQ ZOWIE","CAMADE"
"5","ESD","BenQ ZOWIE","XL2411"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","RL2455"
"5","ESD","BenQ ZOWIE","RL2455"
"5","ESD","BenQ ZOWIE","RL2455"
"5","ESD","BenQ ZOWIE","RL2455"
"5","ESD","BenQ ZOWIE","RL2455"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","RL2755"
"2","LCD","ASUS","VG248QE"
"2","LCD","ASUS","VG248QE"
"2","LCD","ASUS","VG248QE"
"2","LCD","ASUS","VG248QE"
"2","LCD","ASUS","VG248QE"
"2","LCD","ASUS","VG278HV"
"2","LCD","ASUS","VG278HV"
"2","LCD","ASUS","VG278HV"
"2","LCD","ASUS","VG278HV"
"2","LCD","ASUS","VG278HV"
"2","LCD","ASUS","MG278Q"
"2","LCD","ASUS","MG278Q"
"2","LCD","ASUS","MG278Q"
"2","LCD","ASUS","MG278Q"
"2","LCD","ASUS","MG278Q"
"2","LCD","ASUS","VS248HR"
"2","LCD","ASUS","VS248HR"
"2","LCD","ASUS","VS248HR"
"2","LCD","ASUS","VS248HR"
"2","LCD","ASUS","VS248HR"
"2","LCD","ASUS","VS278H"
"2","LCD","ASUS","VS278H"
"2","LCD","ASUS","VS278H"
"2","LCD","ASUS","VS278H"
"2","LCD","ASUS","VS278H"
"1","PRJ","EPSON","5030UB"
"1","PRJ","Optoma","GT1080"
"1","PRJ","Optoma","HD26"
"1","PRJ","Optoma","HD27"
"5","ESD","BenQ ZOWIE","XL2540"
"1","PRJ","BenQ","W1210ST"
"1","PRJ","Epson","EH-TW5300"
"1","PRJ","Epson","EH-TW5300"
"1","PRJ","Epson","EH-TW5300"
"1","PRJ","Epson","EH-TW5300"
"1","PRJ","Optoma","HD50"
"1","PRJ","Optoma","HD50"
"1","PRJ","Optoma","HD50"
"1","PRJ","Optoma","HD50"
"1","PRJ","acer","H7550ST"
"1","PRJ","acer","H7550ST"
"1","PRJ","Epson","EH-TW6700W"
"1","PRJ","Epson","EH-TW6700W"
"1","PRJ","Epson","EH-TW6700W"
"1","PRJ","Epson","EH-TW6700W"
"1","PRJ","Epson","EH-TW6700W"
"1","PRJ","acer","H8550BD"
"1","PRJ","acer","H8550BD"
"1","PRJ","acer","H8550BD"
"1","PRJ","acer","H8550BD"
"2","LCD","BenQ","XR3501"
"1","PRJ","BenQ","HT3050"
"4","WTG","BenQ","WiT"
"5","ESD","BenQ ZOWIE","XL2411P"
"2","LCD","BenQ","BL702AE"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","RL2460"
"1","PRJ","BenQ","HT2050"
"1","PRJ","BenQ","MH530"
"5","ESD","BenQ","RL2755HM"
"2","LCD","BenQ","GW2265HM"
"2","LCD","BenQ","GW2760HS"
"2","LCD","BenQ","GL2460HM"
"5","ESD","BenQ","RL2455HM"
"1","PRJ","BenQ","MS527"
"2","LCD","BenQ","DL2020"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GW2470H"
"2","LCD","BenQ","GL2760H"
"5","ESD","BenQ","RL2240HE"
"5","ESD","BenQ ZOWIE","RL2755"
"2","LCD","BenQ","XR3501"
"2","LCD","BenQ","XR3501"
"5","ESD","BenQ ZOWIE","XL2411"
"2","LCD","BenQ","BL3200PT"
"1","PRJ","BenQ","MX704"
"1","PRJ","BenQ","MX723"
"1","PRJ","BenQ","MX768"
"1","PRJ","BenQ","MX631ST"
"1","PRJ","BenQ","MW632ST"
"1","PRJ","BenQ","MX819ST"
"1","PRJ","BenQ","MW820ST"
"1","PRJ","BenQ","MW855UST"
"1","PRJ","BenQ","MW883UST"
"1","PRJ","BenQ","SX920"
"1","PRJ","BenQ","SX914"
"1","PRJ","BenQ","SH915"
"1","PRJ","BenQ","SH940"
"1","PRJ","BenQ","SH963"
"1","PRJ","BenQ","HT1075"
"2","LCD","BenQ","PD3200Q"
"2","LCD","BenQ","PD3200Q"
"2","LCD","BenQ","PD3200Q"
"2","LCD","BenQ","GW2765HT"
"2","LCD","BenQ","GW2765HT"
"2","LCD","BenQ","GW2765HT"
"2","LCD","BenQ","GW2765HT"
"2","LCD","BenQ","GW2765HT"
"2","LCD","BenQ","GL2250HM"
"2","LCD","BenQ","GL2250HM"
"2","LCD","BenQ","GL2250HM"
"2","LCD","BenQ","GL2250HM"
"2","LCD","BenQ","GL2250HM"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GW2270H"
"2","LCD","BenQ","GL2250"
"2","LCD","BenQ","GL2250-2"
"2","LCD","BenQ","GL2250"
"2","LCD","BenQ","GL2250-2"
"2","LCD","ASUS","PB328Q"
"2","LCD","ASUS","PB328Q"
"2","LCD","ASUS","PB328Q"
"2","LCD","ASUS","PB328Q"
"2","LCD","ASUS","PB328Q"
"2","LCD","Samsung","S32D850T"
"2","LCD","Samsung","S32D850T"
"2","LCD","Samsung","S32D850T"
"2","LCD","Samsung","S32D850T"
"2","LCD","Samsung","S32D850T"
"2","LCD","ASUS","VX278Q"
"2","LCD","ASUS","VX278Q"
"2","LCD","ASUS","VX278Q"
"2","LCD","ASUS","VX278Q"
"2","LCD","ASUS","VX278Q"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","U2715H"
"2","LCD","Dell","U2715H"
"2","LCD","Dell","U2715H"
"2","LCD","Dell","U2715H"
"2","LCD","Dell","U2715H"
"2","LCD","Dell","P2416D"
"2","LCD","Dell","P2416D"
"2","LCD","Dell","P2416D"
"2","LCD","Dell","P2416D"
"2","LCD","Dell","P2416D"
"2","LCD","Dell","P2415Q"
"2","LCD","Dell","P2415Q"
"2","LCD","Dell","P2415Q"
"2","LCD","Dell","P2415Q"
"2","LCD","Dell","P2415Q"
"2","LCD","ASUS","VP228HE"
"2","LCD","ASUS","VP228HE"
"2","LCD","ASUS","VP228HE"
"2","LCD","ASUS","VP228HE"
"2","LCD","ASUS","VP228HE"
"2","LCD","ASUS","VP229HA"
"2","LCD","ASUS","VP229HA"
"2","LCD","ASUS","VP229HA"
"2","LCD","ASUS","VP229HA"
"2","LCD","ASUS","VP229HA"
"2","LCD","ASUS","VS229HA"
"2","LCD","ASUS","VS229HA"
"2","LCD","ASUS","VS229HA"
"2","LCD","ASUS","VS229HA"
"2","LCD","ASUS","VS229HA"
"2","LCD","Samsung","22D300HY"
"2","LCD","Samsung","22D300HY"
"2","LCD","Samsung","22D300HY"
"2","LCD","Samsung","22D300HY"
"2","LCD","Samsung","22D300HY"
"2","LCD","AOC","E2270SWN"
"2","LCD","AOC","E2270SWN"
"2","LCD","AOC","E2270SWN"
"2","LCD","AOC","E2270SWN"
"2","LCD","AOC","E2270SWN"
"2","LCD","Acer","S220HQLBrbd"
"2","LCD","Acer","S220HQLBrbd"
"2","LCD","Acer","S220HQLBrbd"
"2","LCD","Acer","S220HQLBrbd"
"2","LCD","Acer","S220HQLBrbd"
"2","LCD","EIZO","FG2421"
"2","LCD","LG","24GM77-B"
"5","ESD","BenQ ZOWIE","XL2540"
"5","ESD","BenQ ZOWIE","XL2540"
"2","LCD","BenQ","GL2023A"
"2","LCD","BenQ","GL2450"
"2","LCD","BenQ","GL2450HM"
"5","ESD","BenQ ZOWIE","RL2455S"
"1","PRJ","EPSON","5040UB"
"2","LCD","BenQ","GW2760HM"
"2","LCD","BenQ","GL2760H"
"2","LCD","BenQ","GW2870H"
"2","LCD","BenQ","GW2270"
"2","LCD","BenQ","GW2470HM"
"2","LCD","BenQ","BL2710PT"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","BL2411PT"
"2","LCD","BenQ","GL2450HT"
"2","LCD","BenQ","BL702A"
"2","LCD","BenQ","BL912"
"2","LCD","BenQ","BL2405HT"
"2","LCD","BenQ","BL2700HT"
"2","LCD","BenQ","BL2205PT"
"2","LCD","BenQ","BL2420Z"
"2","LCD","BenQ","BL2405PT"
"2","LCD","BenQ","BL2423PT"
"2","LCD","ASUS","VG248QE"
"2","LCD","Asus","VG245H"
"2","LCD","Asus","VP247H"
"2","LCD","Asus","VP278H"
"2","LCD","Viewsonic","XG2401"
"2","LCD","Acer","GN246HL"
"4","WTG","BenQ","BenQ e-Reading LED Desk Lamp"
"2","LCD","BenQ","GL2450HM"
"2","LCD","BenQ","GL2450"
"2","LCD","BenQ","BL2405HT"
"5","ESD","BenQ ZOWIE","XL2411"
"1","PRJ","SONY","VPL-VW350ES"
"1","PRJ","EPSON","5040UB"
"1","PRJ","EPSON","5040UBe"
"1","PRJ","EPSON","5030UBe"
"1","PRJ","EPSON","3700"
"1","PRJ","EPSON","3600e"
"1","PRJ","EPSON","3500"
"1","PRJ","EPSON","3100"
"1","PRJ","Optoma","HD91"
"1","PRJ","BenQ","HT1070"
"1","PRJ","EPSON","2040"
"1","PRJ","EPSON","2045"
"1","PRJ","Optoma","HD161X"
"1","PRJ","Optoma","HD37"
"1","PRJ","Optoma","HD23"
"1","PRJ","EPSON","HC1040"
"1","PRJ","Optoma","HD142X"
"1","PRJ","Optoma","HD25-LV"
"1","PRJ","Optoma","HD141X"
"1","PRJ","Acer","H6502BD"
"1","PRJ","ViewSonic","PJD7828HDL"
"1","PRJ","ViewSonic","PJD7720HD"
"1","PRJ","Acer","H6517ST"
"1","PRJ","BenQ","CH100"
"1","PRJ","SONY","VPL-VW365ES"
"1","PRJ","SONY","VPL-VW665ES"
"1","PRJ","EPSON","5025UB"
"2","LCD","BenQ","PD3200Q"
"2","LCD","ASUS","VS248H-P"
"2","LCD","Acer","S241HL"
"2","LCD","ASUS","VE278H"
"2","LCD","ASUS","VE278H"
"2","LCD","ASUS","VE278H"
"2","LCD","Acer","S241HLC"
"2","LCD","Acer","S241HLCbid"
"2","LCD","Acer","G276HL"
"2","LCD","Acer","G276HLI"
"2","LCD","Acer","G276HLABID"
"2","LCD","BenQ","GW2760HS"
"2","LCD","ASUS","VN279Q"
"2","LCD","BenQ","GW2760HS"
"2","LCD","ASUS","VX24AH"
"2","LCD","ASUS","VX24AH"
"2","LCD","ASUS","VX24AH"
"2","LCD","Acer","G247HYU"
"2","LCD","Acer","G247HYU"
"2","LCD","Acer","G247HYU"
"2","LCD","ASUS","PB278Q"
"2","LCD","ASUS","PB278Q"
"2","LCD","Acer","B276HUL"
"2","LCD","Acer","B276HUL"
"2","LCD","ASUS","PB279Q"
"2","LCD","ASUS","PB279Q"
"2","LCD","Acer","B276HK"
"2","LCD","Acer","B276HK"
"2","LCD","Acer","B276HK"
"2","LCD","ASUS","PB328Q"
"2","LCD","Acer","B326HUL"
"2","LCD","Acer","B326HUL"
"2","LCD","Acer","B326HUL"
"2","LCD","BenQ","EW2445ZH"
"2","LCD","BenQ","EW2775ZH"
"2","LCD","BenQ","GW2406Z"
"2","LCD","I-O DATA","EX-LD2381D"
"2","LCD","ASUS","VX228H"
"2","LCD","ASUS","VZ239HR"
"2","LCD","LG","24MP48HQ"
"2","LCD","LG","27MP38VQ-B"
"2","LCD","ASUS","VX239H-J"
"2","LCD","IIYAMA","XU2390HS-B2"
"2","LCD","Acer","KA240Hbmidx"
"2","LCD","Acer","KA270HAbmidx"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","PD2700Q"
"2","LCD","BenQ","SW320"
"1","PRJ","BenQ","HT2150ST"
"1","PRJ","BenQ","HT1070"
"2","LCD","ASUS","MX27AQ"
"2","LCD","IIYAMA","XUB2790HS-B1"
"2","LCD","ASUS","VX238H-P"
"2","LCD","BenQ","GW2455H"
"2","LCD","BenQ","GW2455H"
"2","LCD","BenQ","GL2760H"
"2","LCD","ASUS","VN279QLB"
"2","LCD","Acer","S271HLAbid"
"2","LCD","BenQ","GW2470H"
"2","LCD","BenQ","GW2470H"
"2","LCD","BenQ","GL2450HT"
"5","ESD","BenQ","RL2460"
"5","ESD","BenQ ZOWIE","RL2460"
"5","ESD","BenQ","RL2460HT"
"5","ESD","BenQ","XL2420Z"
"5","ESD","BenQ ZOWIE","XL2430"
"5","ESD","BenQ ZOWIE","XL2430"
"2","LCD","BenQ","EW2740L"
"2","LCD","BenQ","EW2740L"
"2","LCD","BenQ","EW2775ZH"
"2","LCD","BenQ","EW2775ZH"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","RL2755"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ ZOWIE","XL2720"
"5","ESD","BenQ","XL2720Z"
"5","ESD","BenQ ZOWIE","XL2730"
"5","ESD","BenQ ZOWIE","XL2730"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","GW2760HS"
"2","LCD","BenQ","GW2760HS"
"2","LCD","ASUS","VG248QE"
"2","LCD","Acer","GN246HL"
"2","LCD","ASUS","VX248H"
"2","LCD","ASUS","VX248H"
"2","LCD","ASUS","VS278Q"
"2","LCD","ASUS","VS278Q"
"2","LCD","Acer","S271HL"
"2","LCD","Acer","S271HL"
"2","LCD","ASUS","PB279Q"
"2","LCD","ASUS","PB279Q"
"2","LCD","Acer","GN246HLB"
"2","LCD","Acer","GN246HLB"
"2","LCD","BenQ","GL2450HM"
"2","LCD","ASUS","VG248QE"
"4","WTG","BenQ","WiT Green"
"4","WTG","BenQ","WiT Red"
"4","WTG","BenQ","WiT Gold"
"4","WTG","BenQ","WiT Silver"
"1","PRJ","BenQ","MS524A"
"1","PRJ","BenQ","MW526A"
"1","PRJ","BenQ","MX525A"
"1","PRJ","EPSON","VS240"
"1","PRJ","EPSON","VS340"
"1","PRJ","EPSON","VS345"
"1","PRJ","OPTOMA","EH331"
"1","PRJ","LG","PW1000"
"1","PRJ","LG","PW1500"
"1","PRJ","LG","PF1500"
"1","PRJ","LG","PF1000U"
"2","LCD","ASUS","VS247HR"
"2","LCD","Dell","P2715Q"
"2","LCD","Dell","P2416D"
"2","LCD","BenQ","GL2450HM"
"2","LCD","BenQ","GL2450HM"
"2","LCD","BenQ","GL2450HM"
"5","ESD","BenQ ZOWIE","XL2540"
"5","ESD","BenQ ZOWIE","XL2540"
"5","ESD","BenQ ZOWIE","XL2540"
"5","ESD","BenQ ZOWIE","XL2540"
"2","LCD","ASUS","VN248Q"
"2","LCD","Acer","G247HYL"
"2","LCD","ASUS","VX239H"
"2","LCD","Acer","R240HY"
"2","LCD","ASUS","VP279Q"
"2","LCD","Acer","R271"
"2","LCD","ASUS","MX259H"
"2","LCD","ASUS","MX279H"
"2","LCD","ASUS","MX27AQ (old)"
"2","LCD","HP","ENVY 32"
"2","LCD","Samsung","32CF391"
"2","LCD","ASUS","MX34VQ"
"2","LCD","Samsung","34CF791"
"2","LCD","LG","34UC88-B"
"2","LCD","ASUS","PB258Q"
"2","LCD","Dell","U2515H"
"2","LCD","Dell","U2717D"
"2","LCD","Samsung","S27D850T"
"2","LCD","EIZO","EV2750"
"2","LCD","Acer","H277HU"
"2","LCD","Samsung","S32D850T"
"2","LCD","ASUS","PA328Q"
"2","LCD","EIZO","CS2730"
"2","LCD","Dell","UP2716D"
"2","LCD","NEC","PA322UHD-BK-2"
"2","LCD","Dell","UP3216Q"
"2","LCD","BenQ","PV270"
"2","LCD","HP","Z27x"
"2","LCD","ASUS","PA329Q"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","SW320"
"2","LCD","BenQ","SW320"
"5","ESD","BenQ","RL2450HT"
"2","LCD","BenQ","GL2450HT"
"5","ESD","BenQ","RL2450HT"
"5","ESD","BenQ","XL2720T"
"5","ESD","BenQ","XL2720T"
"5","ESD","BenQ","XL2720T"
"5","ESD","BenQ","XL2720T"
"5","ESD","BenQ","XL2420G"
"5","ESD","BenQ","XL2420G"
"5","ESD","BenQ","XL2420G"
"2","LCD","BenQ","XR3501"
"2","LCD","BenQ","XR3501"
"2","LCD","BenQ","XR3501"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","PD3200U"
"2","LCD","BenQ","BL2710PT"
"2","LCD","BenQ","BL2710PT"
"2","LCD","BenQ","PD2700Q"
"2","LCD","BenQ","PD2700Q"
"2","LCD","BenQ","PD2700Q"
"2","LCD","EIZO","CG277"
"2","LCD","ASUS","VP278H"
"2","LCD","ASUS","VP278H"
"2","LCD","ASUS","VP278H"
"2","LCD","ASUS","VP278H"
"2","LCD","Asus","VP278H"
"2","LCD","Asus","VP278Q"
"2","LCD","Asus","VP278Q"
"2","LCD","Asus","VP278Q"
"2","LCD","Asus","VP278Q"
"2","LCD","Asus","VP278Q"
"2","LCD","Eizo","CS2730"
"2","LCD","Eizo","CS2730"
"2","LCD","Eizo","CS2730"
"2","LCD","Eizo","CS2730"
"2","LCD","Eizo","CS2730"
"2","LCD","Eizo","CS2420"
"2","LCD","Eizo","CS2420"
"2","LCD","Eizo","CS2420"
"2","LCD","Eizo","CS2420"
"2","LCD","Eizo","CS2420"
"2","LCD","BenQ","GW2270"
"2","LCD","BenQ","GW2470H"
"1","PRJ","BenQ","HC1200"
"1","PRJ","BenQ","HT1085ST"
"1","PRJ","BenQ","MH741"
"1","PRJ","BenQ","MS504A"
"1","PRJ","BenQ","MU686"
"1","PRJ","BenQ","MW529E"
"1","PRJ","BenQ","MW632ST"
"1","PRJ","BenQ","MW705"
"1","PRJ","BenQ","MW843UST"
"1","PRJ","BenQ","MX528E"
"1","PRJ","BenQ","MX570"
"1","PRJ","BenQ","MS630ST"
"1","PRJ","BenQ","MH684"
"1","PRJ","BenQ","MH741"
"1","PRJ","BenQ","MS527"
"1","PRJ","BenQ","MX528"
"1","PRJ","BenQ","MW529"
"1","PRJ","BenQ","TW529"
"1","PRJ","BenQ","TH682ST"
"1","PRJ","BenQ","SU922"
"1","PRJ","BenQ","MS630ST"
"1","PRJ","BenQ","MX631ST"
"1","PRJ","BenQ","MW632ST"
"1","PRJ","BenQ","MS527"
"1","PRJ","BenQ","MX528"
"1","PRJ","BenQ","TW529"
"1","PRJ","BenQ","MH530"
"1","PRJ","BenQ","MS506"
"1","PRJ","BenQ","TH682ST"
"1","PRJ","BenQ","MX507"
"1","PRJ","BenQ","MH684"
"1","PRJ","BenQ","MH741"
"1","PRJ","BenQ","MS527"
"1","PRJ","BenQ","MX528"
"1","PRJ","BenQ","MW529"
"1","PRJ","BenQ","TW529"
"1","PRJ","BenQ","MH530"
